Artist,Location,lat,lon
And The Kids,Belgium,50.6402809,4.6667145
Mel Tormé,United States,39.7837304,-100.445882
Cookin Soul,Spain,39.3260685,-4.8379791
Stanisław Grzesiuk,Poland,52.215933,19.134422
Chór Dana,Belgium,50.6402809,4.6667145
Marie Reno,United States,39.7837304,-100.445882
Misart,Poland,52.215933,19.134422
"Группа ""Солдаты о войне""",Belarus,53.4250605,27.6971358
Erich-Weinert-Ensemble,Germany,51.1638175,10.4478313
EKT Gdynia,Poland,52.215933,19.134422
Gaijin Entertainment,Port Charlotte,26.9761707,-82.0906448
Chór Juranda,Poland,52.215933,19.134422
Kazik,Poland,52.215933,19.134422
Shitty Guy,United States,39.7837304,-100.445882
Mikito P,United States,39.7837304,-100.445882
The Disney Holiday Chorus,United States,39.7837304,-100.445882
Louis Prima,United States,39.7837304,-100.445882
Tryhardninja,Nevada,39.5158825,-116.853722
City Girls,United States,39.7837304,-100.445882
Kurt Elling,United States,39.7837304,-100.445882
LOLO,Toronto,43.6534817,-79.3839347
Lou Bliss,United States,39.7837304,-100.445882
Benny Goodman,United States,39.7837304,-100.445882
Robot Koch,Germany,51.1638175,10.4478313
French 79,France,46.603354,1.8883335
TYNSKY,Poland,52.215933,19.134422
Grace Blue,United States,39.7837304,-100.445882
Felicia Lu,Austria,47.59397,14.12456
Hoops,United States,39.7837304,-100.445882
Michael Patrick Kelly,Germany,51.1638175,10.4478313
Minimal Wind,United States,39.7837304,-100.445882
bbrainz,Argentina,-34.9964963,-64.9672817
LPS,Slovenia,46.1199444,14.8153333
Monika LIU,Lithuania,55.3500003,23.7499997
Video Age,New Orleans,29.9559145,-90.0730259
KAMRAD,Germany,51.1638175,10.4478313
Systur,Iceland,64.9841821,-18.1059013
ALIKA,Argentina,-34.9964963,-64.9672817
Everclear,United States,39.7837304,-100.445882
Holy Molly,United States,39.7837304,-100.445882
Eagle Eyed Tiger,New York,40.7127281,-74.0060152
